Tran No.,Customer Code,Location Code,Grade Level Code,Transaction Date,Delivery Type,Quantity,Paper type Code
7513,620354,L000000,G3000001,03/02/2016,Consignment,198,BW000000
66432,135103,L000000,G3000001,16/03/2016,Consignment,112,BW000000
1086,848665,L000000,G3000001,19/01/2016,Consignment,2,BW000000
500971,360677,L000000,G3000001,07/11/2016,Consignment,20,BW000000
525159,309391,L000000,G3000001,28/11/2016,Consignment,31,BW000000
622930,210343,L000000,G3000001,17/12/2016,Consignment,32,BW000000
616319,807808,L000000,G3000001,18/12/2016,Consignment,11,BW000000
72967,385674,L000000,G1000001,29/03/2016,Consignment,342,BW000000
62278,575301,L000000,G1000001,03/03/2016,Consignment,285,BW000000
72673,571376,L000000,G1000001,29/03/2016,Consignment,228,BW000000
74717,369265,L000000,G1000001,30/03/2016,Consignment,228,BW000000
1445,891888,L000000,G1000001,29/01/2016,Consignment,4,BW000000
1471,690226,L000000,G1000001,10/01/2016,Consignment,48,BW000000
505353,272682,L000000,G1000001,14/11/2016,Consignment,35,BW000000
501985,326954,L000000,G1000001,22/11/2016,Consignment,19,BW000000
502866,903306,L000000,G1000001,11/11/2016,Consignment,31,BW000000
512447,751628,L000000,G1000001,19/11/2016,Consignment,37,BW000000
523309,381736,L000000,G1000001,15/11/2016,Consignment,32,BW000000
615376,432950,L000000,G1000001,29/12/2016,Consignment,25,BW000000
75162,825843,L000000,SY0000001,30/03/2016,Consignment,160,BW000000
66800,350360,L000000,SY0000001,16/03/2016,Consignment,120,BW000000
7535,74041,L000000,SY0000001,03/02/2016,Consignment,2,BW000000
64540,513323,L000000,SY0000001,11/03/2016,Consignment,2,BW000000
64540,513323,L000000,SY0000001,11/03/2016,Consignment,2,BW000000
512048,94005,L000000,SY0000001,28/11/2016,Consignment,7,BW000000
514617,903306,L000000,SY0000001,09/11/2016,Consignment,48,BW000000
502129,418574,L000000,SY0000001,23/11/2016,Consignment,2,BW000000
512250,698560,L000000,SY0000001,18/11/2016,Consignment,30,BW000000
607039,684979,L000000,SY0000001,04/12/2016,Consignment,35,BW000000
66414,135103,L000000,FTH000001,16/03/2016,Consignment,323,BW000000
519096,481860,L000000,FTH000001,15/11/2016,Consignment,44,BW000000
66770,26291,L000000,TY000001,16/03/2016,Consignment,285,BW000000
1294,701539,L000000,TY000001,06/01/2016,Consignment,17,BW000000
1022,830982,L000000,TY000001,08/01/2016,Consignment,14,BW000000
519293,27550,L000000,TY000001,02/11/2016,Consignment,13,BW000000
512265,225378,L000000,TY000001,14/11/2016,Consignment,20,BW000000
66772,26291,L000000,FST000001,16/03/2016,Consignment,285,BW000000
53198,139231,L000000,FST000001,23/02/2016,Consignment,120,BW000000
1217,904646,L000000,FST000001,25/01/2016,Consignment,11,BW000000
1136,191709,L000000,FST000001,26/01/2016,Consignment,6,BW000000
529735,413606,L000000,FST000001,20/11/2016,Consignment,42,BW000000
1264,100490,L000000,K2000001,23/01/2016,Consignment,3,BW000000
1433,365590,L000000,K2000001,22/01/2016,Consignment,27,BW000000
501349,589427,L000000,K2000001,03/11/2016,Consignment,16,BW000000
523899,25236,L000000,K2000001,09/11/2016,Consignment,49,BW000000
525353,152464,L000000,K2000001,11/11/2016,Consignment,28,BW000000
520026,251596,L000000,K2000001,01/11/2016,Consignment,4,BW000000
528537,635395,L000000,K2000001,23/11/2016,Consignment,22,BW000000
624657,801961,L000000,K2000001,08/12/2016,Consignment,6,BW000000
1415,754556,L000000,K1000001,01/01/2016,Consignment,43,BW000000
1004,673299,L000000,K1000001,27/01/2016,Consignment,27,BW000000
1114,502552,L000000,K1000001,07/01/2016,Consignment,2,BW000000
1059,953516,L000000,K1000001,03/01/2016,Consignment,36,BW000000
503901,728726,L000000,K1000001,24/11/2016,Consignment,19,BW000000
525525,983758,L000000,K1000001,06/11/2016,Consignment,31,BW000000
529891,543567,L000000,K1000001,08/11/2016,Consignment,19,BW000000
521759,566080,L000000,K1000001,10/11/2016,Consignment,33,BW000000
608929,16838,L000000,K1000001,06/12/2016,Consignment,22,BW000000
1454,621305,L000000,G1100001,29/01/2016,Consignment,10,BW000000
1238,273832,L000000,N0000001,04/01/2016,Consignment,43,BW000000
513821,28645,L000000,N0000001,11/11/2016,Consignment,46,BW000000
513733,30498,L000000,N0000001,29/11/2016,Consignment,28,BW000000
424163,98970,L000000,G4000001,16/10/2016,Consignment,19,BW000000
401224,680166,L000000,G5000001,23/10/2016,Consignment,17,BW000000
429912,872510,L000000,G5000001,03/10/2016,Consignment,13,BW000000
411336,809301,L000000,G5000001,16/10/2016,Consignment,7,BW000000
422218,537702,L000000,G5000001,03/10/2016,Consignment,16,BW000000
417769,826024,L000000,G5000001,17/10/2016,Consignment,19,BW000000
426092,725712,L000000,G6000001,07/10/2016,Consignment,5,BW000000
407255,928640,L000000,G6000001,06/10/2016,Consignment,2,BW000000
410831,750312,L000000,G6000001,02/10/2016,Consignment,11,BW000000
410998,432950,L000000,G6000001,29/10/2016,Consignment,17,BW000000
427795,929758,L000000,G2000001,11/10/2016,Consignment,18,BW000000
414441,149940,L000000,G2000001,03/10/2016,Consignment,6,BW000000
403263,228819,L000000,G2000001,05/10/2016,Consignment,13,BW000000
422020,172615,L000000,G2000001,19/10/2016,Consignment,16,BW000000
427977,310558,L000000,OTH,14/10/2016,Consignment,19,BW000000
427366,610806,L000000,G3000001,07/10/2016,Consignment,14,BW000000
401801,226098,L000000,G3000001,06/10/2016,Consignment,10,BW000000
405155,96227,L000000,G3000001,25/10/2016,Consignment,15,BW000000
403000,847718,L000000,G3000001,12/10/2016,Consignment,3,BW000000
410905,233270,L000000,G1000001,15/10/2016,Consignment,19,BW000000
402211,392485,L000000,G1000001,19/10/2016,Consignment,17,BW000000
420458,569576,L000000,G1000001,01/10/2016,Consignment,16,BW000000
404939,939964,L000000,G1000001,05/10/2016,Consignment,5,BW000000
415697,276845,L000000,G1000001,06/10/2016,Consignment,3,BW000000
420603,929964,L000000,G1000001,15/10/2016,Consignment,5,BW000000
423277,566080,L000000,G1000001,08/10/2016,Consignment,9,BW000000
410817,592325,L000000,SY0000001,08/10/2016,Consignment,3,BW000000
425688,209384,L000000,SY0000001,17/10/2016,Consignment,2,BW000000
426115,251596,L000000,SY0000001,15/10/2016,Consignment,8,BW000000
420929,477507,L000000,FTH000001,11/10/2016,Consignment,17,BW000000
403051,392529,L000000,TY000001,25/10/2016,Consignment,18,BW000000
417249,365496,L000000,TY000001,03/10/2016,Consignment,11,BW000000
409275,228819,L000000,TY000001,26/10/2016,Consignment,6,BW000000
413281,312580,L000000,TY000001,25/10/2016,Consignment,5,BW000000
403960,698792,L000000,FST000001,04/10/2016,Consignment,15,BW000000
421543,369619,L000000,K2000001,02/10/2016,Consignment,10,BW000000
417443,934860,L000000,K2000001,21/10/2016,Consignment,13,BW000000
411717,30498,L000000,K2000001,25/10/2016,Consignment,8,BW000000
429382,801661,L000000,K1000001,17/10/2016,Consignment,11,BW000000
423864,972529,L000000,K1000001,22/10/2016,Consignment,5,BW000000
415591,293395,L000000,K1000001,02/10/2016,Consignment,3,BW000000
403001,217381,L000000,K1000001,25/10/2016,Consignment,17,BW000000
410089,615219,L000000,K1000001,16/10/2016,Consignment,18,BW000000
403218,323277,L000000,K1000001,22/10/2016,Consignment,18,BW000000
400117,627950,L000000,K1000001,03/10/2016,Consignment,19,BW000000
408100,766950,L000000,K1000001,08/10/2016,Consignment,16,BW000000
417551,339296,L000000,N0000001,28/10/2016,Consignment,5,BW000000
407785,983989,L000000,N0000001,25/10/2016,Consignment,9,BW000000
310166,283151,L000000,G4000001,20/09/2016,Consignment,47,BW000000
316041,452060,L000000,G4000001,20/09/2016,Consignment,22,BW000000
321196,349742,L000000,G4000001,20/09/2016,Consignment,25,BW000000
327657,627950,L000000,G4000001,28/09/2016,Consignment,25,BW000000
326352,364579,L000000,G4000001,24/09/2016,Consignment,47,BW000000
329564,404455,L000000,G5000001,28/09/2016,Consignment,50,BW000000
296047,239298,L000000,G6000001,03/09/2016,Consignment,20,BW000000
314450,801661,L000000,G6000001,24/09/2016,Consignment,22,BW000000
308225,766950,L000000,G6000001,25/09/2016,Consignment,29,BW000000
301889,975458,L000000,G6000001,24/09/2016,Consignment,14,BW000000
313525,239298,L000000,G6000001,25/09/2016,Consignment,75,BW000000
308755,817433,L000000,G6000001,26/09/2016,Consignment,49,BW000000
327144,91953,L000000,G2000001,21/09/2016,Consignment,43,BW000000
319160,481476,L000000,OTH,23/09/2016,Consignment,53,BW000000
318258,233323,L000000,OTH,18/09/2016,Consignment,46,BW000000
322701,89553,L000000,G3000001,24/09/2016,Consignment,38,BW000000
314456,69835,L000000,G3000001,25/09/2016,Consignment,38,BW000000
302792,539738,L000000,G3000001,25/09/2016,Consignment,33,BW000000
309574,768230,L000000,G3000001,26/09/2016,Consignment,45,BW000000
323176,75420,L000000,G3000001,22/09/2016,Consignment,18,BW000000
302530,231565,L000000,G3000001,16/09/2016,Consignment,57,BW000000
318925,821248,L000000,G3000001,17/09/2016,Consignment,37,BW000000
301553,569576,L000000,G1000001,17/09/2016,Consignment,63,BW000000
311473,974610,L000000,G1000001,18/09/2016,Consignment,49,BW000000
328053,874172,L000000,G1000001,24/09/2016,Consignment,62,BW000000
326676,815286,L000000,G1000001,27/09/2016,Consignment,57,BW000000
312680,895874,L000000,G1000001,18/09/2016,Consignment,21,BW000000
314280,605496,L000000,G1000001,18/09/2016,Consignment,45,BW000000
329437,152464,L000000,G1000001,22/09/2016,Consignment,68,BW000000
310238,379822,L000000,SY0000001,26/09/2016,Consignment,37,BW000000
309960,49568,L000000,SY0000001,16/09/2016,Consignment,78,BW000000
300056,596674,L000000,SY0000001,22/09/2016,Consignment,18,BW000000
300055,995462,L000000,SY0000001,19/09/2016,Consignment,87,BW000000
309587,201559,L000000,FTH000001,07/09/2016,Consignment,202,BW000000
294372,89069,L000000,FTH000001,02/09/2016,Consignment,36,BW000000
329711,589266,L000000,FTH000001,27/09/2016,Consignment,32,BW000000
308478,392406,L000000,TY000001,07/09/2016,Consignment,9,BW000000
336773,96042,L000000,TY000001,13/09/2016,Consignment,3,BW000000
309984,983758,L000000,TY000001,24/09/2016,Consignment,86,BW000000
312117,975458,L000000,TY000001,18/09/2016,Consignment,40,BW000000
320148,233270,L000000,TY000001,21/09/2016,Consignment,58,BW000000
319493,169226,L000000,FST000001,18/09/2016,Consignment,61,BW000000
304220,457473,L000000,FST000001,16/09/2016,Consignment,48,BW000000
329842,537702,L000000,FST000001,28/09/2016,Consignment,34,BW000000
308593,119451,L000000,FST000001,25/09/2016,Consignment,89,BW000000
318320,502552,L000000,FST000001,21/09/2016,Consignment,12,BW000000
328997,325069,L000000,FST000001,26/09/2016,Consignment,48,BW000000
312628,766950,L000000,FST000001,19/09/2016,Consignment,55,BW000000
314315,233323,L000000,K2000001,20/09/2016,Consignment,45,BW000000
317580,6238,L000000,K2000001,23/09/2016,Consignment,75,BW000000
320985,175780,L000000,K2000001,29/09/2016,Consignment,37,BW000000
309971,868438,L000000,K2000001,21/09/2016,Consignment,18,BW000000
313320,513323,L000000,K2000001,28/09/2016,Consignment,25,BW000000
300722,520095,L000000,K2000001,26/09/2016,Consignment,27,BW000000
322080,292566,L000000,K2000001,24/09/2016,Consignment,24,BW000000
301069,929964,L000000,K1000001,17/09/2016,Consignment,82,BW000000
319870,826024,L000000,K1000001,28/09/2016,Consignment,88,BW000000
326452,378091,L000000,K1000001,23/09/2016,Consignment,37,BW000000
316288,526291,L000000,K1000001,26/09/2016,Consignment,33,BW000000
309216,818161,L000000,K1000001,26/09/2016,Consignment,82,BW000000
306311,522466,L000000,K1000001,28/09/2016,Consignment,80,BW000000
325683,497559,L000000,K1000001,18/09/2016,Consignment,2,BW000000
325543,858459,L000000,G1100001,23/09/2016,Consignment,16,BW000000
308697,92863,L000000,N0000001,18/09/2016,Consignment,74,BW000000
305286,309190,L000000,N0000001,17/09/2016,Consignment,49,BW000000
303268,728726,L000000,N0000001,18/09/2016,Consignment,88,BW000000
327847,896217,L000000,N0000001,16/09/2016,Consignment,20,BW000000
156363,89069,L000000,G4000001,02/06/2016,Consignment,128,BW000000
158961,522094,L000000,G4000001,04/06/2016,Consignment,96,BW000000
161852,501104,L000000,G4000001,07/06/2016,Consignment,96,BW000000
166880,379058,L000000,G4000001,10/06/2016,Consignment,46,BW000000
158895,858459,L000000,G4000001,04/06/2016,Consignment,33,BW000000
175340,858459,L000000,G4000001,18/06/2016,Consignment,33,BW000000
156721,428144,L000000,G4000001,02/06/2016,Consignment,20,BW000000
160174,809603,L000000,G4000001,06/06/2016,Consignment,20,BW000000
161417,165609,L000000,G4000001,07/06/2016,Consignment,20,BW000000
185284,217503,L000000,G4000001,27/06/2016,Consignment,16,BW000000
165623,615820,L000000,G4000001,10/06/2016,Consignment,10,BW000000
168692,723694,L000000,G4000001,12/06/2016,Consignment,10,BW000000
170969,560261,L000000,G4000001,14/06/2016,Consignment,10,BW000000
174284,70893,L000000,G4000001,17/06/2016,Consignment,10,BW000000
176515,575301,L000000,G4000001,19/06/2016,Consignment,10,BW000000
183658,837342,L000000,G4000001,25/06/2016,Consignment,10,BW000000
170689,614737,L000000,G4000001,14/06/2016,Consignment,5,BW000000
167642,844687,L000000,G4000001,11/06/2016,Consignment,2,BW000000
172526,306817,L000000,G5000001,15/06/2016,Consignment,285,BW000000
157684,469221,L000000,G5000001,03/06/2016,Consignment,257,BW000000
166046,668820,L000000,G5000001,10/06/2016,Consignment,247,BW000000
170591,655819,L000000,G5000001,14/06/2016,Consignment,247,BW000000
171598,369265,L000000,G5000001,15/06/2016,Consignment,194,BW000000
155153,571228,L000000,G5000001,01/06/2016,Consignment,112,BW000000
181842,215176,L000000,G5000001,23/06/2016,Consignment,88,BW000000
176625,449275,L000000,G5000001,20/06/2016,Consignment,62,BW000000
163504,602973,L000000,G5000001,08/06/2016,Consignment,59,BW000000
179630,775305,L000000,G5000001,22/06/2016,Consignment,59,BW000000
170723,741483,L000000,G5000001,14/06/2016,Consignment,52,BW000000
182014,389613,L000000,G5000001,23/06/2016,Consignment,52,BW000000
156033,445770,L000000,G5000001,02/06/2016,Consignment,46,BW000000
175378,814441,L000000,G5000001,18/06/2016,Consignment,20,BW000000
155419,363687,L000000,G5000001,01/06/2016,Consignment,10,BW000000
168682,723694,L000000,G5000001,12/06/2016,Consignment,10,BW000000
183634,890040,L000000,G5000001,25/06/2016,Consignment,8,BW000000
166612,326180,L000000,G5000001,10/06/2016,Consignment,2,BW000000
179830,369063,L000000,G6000001,22/06/2016,Consignment,228,BW000000
182050,395700,L000000,G6000001,23/06/2016,Consignment,52,BW000000
167242,893530,L000000,G6000001,11/06/2016,Consignment,46,BW000000
164992,80752,L000000,G6000001,09/06/2016,Consignment,20,BW000000
192204,890124,L000000,G6000001,30/06/2016,Consignment,20,BW000000
176419,642778,L000000,G6000001,19/06/2016,Consignment,16,BW000000
179086,58710,L000000,G6000001,22/06/2016,Consignment,10,BW000000
170013,380698,L000000,G6000001,14/06/2016,Consignment,8,BW000000
186593,429665,L000000,G6000001,28/06/2016,Consignment,7,BW000000
165417,820955,L000000,G6000001,10/06/2016,Consignment,3,BW000000
186849,234763,L000000,G6000001,28/06/2016,Consignment,3,BW000000
180720,392694,L000000,G2000001,23/06/2016,Consignment,96,BW000000
168880,635395,L000000,G2000001,13/06/2016,Consignment,88,BW000000
160432,320970,L000000,G2000001,06/06/2016,Consignment,52,BW000000
167476,843766,L000000,G2000001,11/06/2016,Consignment,52,BW000000
185238,112054,L000000,G2000001,27/06/2016,Consignment,15,BW000000
167566,430872,L000000,G2000001,11/06/2016,Consignment,10,BW000000
174684,739810,L000000,G2000001,17/06/2016,Consignment,10,BW000000
179040,961892,L000000,G2000001,22/06/2016,Consignment,9,BW000000
175046,395418,L000000,G2000001,17/06/2016,Consignment,5,BW000000
186575,429665,L000000,G2000001,28/06/2016,Consignment,5,BW000000
173261,642084,L000000,G2000001,16/06/2016,Consignment,2,BW000000
168508,799088,L000000,G3000001,12/06/2016,Consignment,128,BW000000
161563,283151,L000000,G3000001,07/06/2016,Consignment,112,BW000000
188339,648308,L000000,G3000001,28/06/2016,Consignment,59,BW000000
178561,353051,L000000,G3000001,21/06/2016,Consignment,52,BW000000
159243,605595,L000000,G3000001,04/06/2016,Consignment,33,BW000000
166182,330539,L000000,G3000001,10/06/2016,Consignment,33,BW000000
166684,950170,L000000,G3000001,10/06/2016,Consignment,33,BW000000
158119,393574,L000000,G3000001,03/06/2016,Consignment,20,BW000000
162760,355969,L000000,G3000001,08/06/2016,Consignment,20,BW000000
159313,466684,L000000,G3000001,04/06/2016,Consignment,10,BW000000
179068,961892,L000000,G3000001,22/06/2016,Consignment,9,BW000000
184010,35452,L000000,G3000001,25/06/2016,Consignment,6,BW000000
170825,560261,L000000,G3000001,14/06/2016,Consignment,5,BW000000
161944,844687,L000000,G3000001,07/06/2016,Consignment,2,BW000000
159021,79609,L000000,G1000001,04/06/2016,Consignment,96,BW000000
166628,558000,L000000,G1000001,10/06/2016,Consignment,96,BW000000
160344,940572,L000000,G1000001,06/06/2016,Consignment,52,BW000000
173355,940572,L000000,G1000001,16/06/2016,Consignment,52,BW000000
166140,330539,L000000,G1000001,10/06/2016,Consignment,46,BW000000
166680,950170,L000000,G1000001,10/06/2016,Consignment,33,BW000000
176467,312580,L000000,G1000001,19/06/2016,Consignment,10,BW000000
178581,789681,L000000,G1000001,21/06/2016,Consignment,10,BW000000
181691,950170,L000000,G1000001,23/06/2016,Consignment,10,BW000000
170821,560261,L000000,G1000001,14/06/2016,Consignment,5,BW000000
170827,560261,L000000,G1000001,14/06/2016,Consignment,5,BW000000
180590,563867,L000000,G1000001,23/06/2016,Consignment,4,BW000000
184074,844687,L000000,G1000001,25/06/2016,Consignment,4,BW000000
167390,499562,L000000,G1000001,11/06/2016,Consignment,3,BW000000
178812,211459,L000000,G1000001,22/06/2016,Consignment,3,BW000000
191370,512052,L000000,G1000001,30/06/2016,Consignment,3,BW000000
155157,979843,L000000,SY0000001,01/06/2016,Consignment,285,BW000000
165056,748102,L000000,SY0000001,09/06/2016,Consignment,285,BW000000
166826,379058,L000000,SY0000001,10/06/2016,Consignment,59,BW000000
182462,608238,L000000,SY0000001,24/06/2016,Consignment,59,BW000000
175546,62893,L000000,SY0000001,18/06/2016,Consignment,52,BW000000
178808,371463,L000000,SY0000001,22/06/2016,Consignment,52,BW000000
168728,810101,L000000,SY0000001,12/06/2016,Consignment,46,BW000000
158201,589427,L000000,SY0000001,03/06/2016,Consignment,20,BW000000
178565,648180,L000000,FTH000001,21/06/2016,Consignment,160,BW000000
164958,505919,L000000,FTH000001,09/06/2016,Consignment,96,BW000000
171728,741760,L000000,FTH000001,15/06/2016,Consignment,96,BW000000
159914,810101,L000000,FTH000001,05/06/2016,Consignment,52,BW000000
175538,62893,L000000,FTH000001,18/06/2016,Consignment,52,BW000000
160328,431581,L000000,FTH000001,06/06/2016,Consignment,46,BW000000
160328,431581,L000000,FTH000001,06/06/2016,Consignment,46,BW000000
158095,491103,L000000,FTH000001,03/06/2016,Consignment,33,BW000000
179330,439069,L000000,FTH000001,22/06/2016,Consignment,20,BW000000
186477,871573,L000000,FTH000001,28/06/2016,Consignment,10,BW000000
191242,13888,L000000,TY000001,30/06/2016,Consignment,380,BW000000
170131,838108,L000000,TY000001,14/06/2016,Consignment,323,BW000000
182458,608238,L000000,TY000001,24/06/2016,Consignment,59,BW000000
159608,558264,L000000,TY000001,05/06/2016,Consignment,24,BW000000
176609,191709,L000000,TY000001,20/06/2016,Consignment,24,BW000000
191290,684979,L000000,TY000001,30/06/2016,Consignment,23,BW000000
158909,858459,L000000,TY000001,04/06/2016,Consignment,20,BW000000
166376,947876,L000000,TY000001,10/06/2016,Consignment,20,BW000000
167398,499562,L000000,TY000001,11/06/2016,Consignment,8,BW000000
167416,499562,L000000,TY000001,11/06/2016,Consignment,8,BW000000
167185,363687,L000000,TY000001,11/06/2016,Consignment,5,BW000000
167185,363687,L000000,TY000001,11/06/2016,Consignment,5,BW000000
190742,302342,L000000,FST000001,29/06/2016,Consignment,228,BW000000
164450,512455,L000000,FST000001,09/06/2016,Consignment,160,BW000000
182578,619966,L000000,FST000001,24/06/2016,Consignment,112,BW000000
165185,859088,L000000,FST000001,10/06/2016,Consignment,88,BW000000
156381,680166,L000000,FST000001,02/06/2016,Consignment,20,BW000000
156381,680166,L000000,FST000001,02/06/2016,Consignment,20,BW000000
172628,501345,L000000,FST000001,15/06/2016,Consignment,10,BW000000
178872,491948,L000000,FST000001,22/06/2016,Consignment,10,BW000000
180522,448947,L000000,FST000001,23/06/2016,Consignment,9,BW000000
177768,365701,L000000,FST000001,21/06/2016,Consignment,5,BW000000
177768,365701,L000000,FST000001,21/06/2016,Consignment,5,BW000000
163596,418574,L000000,K2000001,08/06/2016,Consignment,20,BW000000
165521,5899,L000000,K2000001,10/06/2016,Consignment,16,BW000000
179212,768230,L000000,K2000001,22/06/2016,Consignment,10,BW000000
192156,285179,L000000,K2000001,30/06/2016,Consignment,10,BW000000
176385,270483,L000000,K1000001,19/06/2016,Consignment,21,BW000000
176389,270483,L000000,K1000001,19/06/2016,Consignment,21,BW000000
170941,560261,L000000,K1000001,14/06/2016,Consignment,20,BW000000
168934,188592,L000000,K1000001,13/06/2016,Consignment,16,BW000000
168638,732723,L000000,K1000001,12/06/2016,Consignment,10,BW000000
170851,560261,L000000,K1000001,14/06/2016,Consignment,10,BW000000
167462,397206,L000000,K1000001,11/06/2016,Consignment,4,BW000000
159339,128416,L000000,G1100001,04/06/2016,Consignment,285,BW000000
179174,873391,L000000,G1100001,22/06/2016,Consignment,265,BW000000
158513,317481,L000000,G1100001,03/06/2016,Consignment,238,BW000000
183856,815080,L000000,G1100001,25/06/2016,Consignment,28,BW000000
180854,597759,L000000,G1100001,23/06/2016,Consignment,20,BW000000
178714,266458,L000000,G1100001,21/06/2016,Consignment,10,BW000000
182550,601887,L000000,G1100001,24/06/2016,Consignment,10,BW000000
180576,539575,L000000,SH000001,23/06/2016,Consignment,276,BW000000
179854,334484,L000000,SH000001,22/06/2016,Consignment,96,BW000000
182530,875646,L000000,N0000001,24/06/2016,Consignment,96,BW000000
172953,158438,L000000,N0000001,16/06/2016,Consignment,33,BW000000
176631,85530,L000000,N0000001,20/06/2016,Consignment,32,BW000000
158185,589427,L000000,N0000001,03/06/2016,Consignment,5,BW000000
164456,802549,L000000,N0000001,09/06/2016,Consignment,5,BW000000
117167,262577,L000000,G4000001,29/04/2016,Consignment,380,BW000000
116929,223183,L000000,G4000001,29/04/2016,Consignment,323,BW000000
96623,132658,L000000,G4000001,16/04/2016,Consignment,250,BW000000
89745,100291,L000000,G4000001,12/04/2016,Consignment,247,BW000000
100548,754925,L000000,G4000001,19/04/2016,Consignment,247,BW000000
113881,534716,L000000,G4000001,28/04/2016,Consignment,238,BW000000
100844,880243,L000000,G4000001,19/04/2016,Consignment,228,BW000000
98192,173863,L000000,G4000001,18/04/2016,Consignment,209,BW000000
82055,586871,L000000,G4000001,05/04/2016,Consignment,152,BW000000
98670,108320,L000000,G4000001,18/04/2016,Consignment,144,BW000000
113877,497965,L000000,G4000001,28/04/2016,Consignment,144,BW000000
109676,94831,L000000,G4000001,25/04/2016,Consignment,128,BW000000
98586,128416,L000000,G4000001,18/04/2016,Consignment,112,BW000000
82793,801661,L000000,G4000001,05/04/2016,Consignment,104,BW000000
86223,422363,L000000,G4000001,08/04/2016,Consignment,104,BW000000
89549,629382,L000000,G4000001,11/04/2016,Consignment,88,BW000000
89569,629382,L000000,G4000001,11/04/2016,Consignment,88,BW000000
111972,635395,L000000,G4000001,26/04/2016,Consignment,88,BW000000
117895,155213,L000000,G4000001,30/04/2016,Consignment,88,BW000000
87175,929758,L000000,G4000001,09/04/2016,Consignment,59,BW000000
104637,808706,L000000,G4000001,21/04/2016,Consignment,59,BW000000
115021,472788,L000000,G4000001,28/04/2016,Consignment,59,BW000000
104757,389613,L000000,G4000001,21/04/2016,Consignment,52,BW000000
105121,94625,L000000,G4000001,21/04/2016,Consignment,52,BW000000
111219,98184,L000000,G4000001,26/04/2016,Consignment,52,BW000000
96199,288339,L000000,G4000001,16/04/2016,Consignment,46,BW000000
112196,430546,L000000,G4000001,26/04/2016,Consignment,46,BW000000
115741,683705,L000000,G4000001,28/04/2016,Consignment,46,BW000000
78835,208349,L000000,G4000001,02/04/2016,Consignment,33,BW000000
83081,863345,L000000,G4000001,06/04/2016,Consignment,33,BW000000
84477,703841,L000000,G4000001,07/04/2016,Consignment,33,BW000000
93717,827209,L000000,G4000001,14/04/2016,Consignment,33,BW000000
82167,419499,L000000,G5000001,05/04/2016,Consignment,340,BW000000
83367,985052,L000000,G5000001,06/04/2016,Consignment,280,BW000000
82577,554727,L000000,G5000001,05/04/2016,Consignment,220,BW000000
82577,554727,L000000,G5000001,05/04/2016,Consignment,220,BW000000
82099,272682,L000000,G5000001,05/04/2016,Consignment,136,BW000000
82229,531044,L000000,G5000001,05/04/2016,Consignment,128,BW000000
103441,102083,L000000,G5000001,20/04/2016,Consignment,120,BW000000
108355,679042,L000000,G5000001,23/04/2016,Consignment,112,BW000000
103389,285680,L000000,G5000001,20/04/2016,Consignment,96,BW000000
112823,593823,L000000,G5000001,27/04/2016,Consignment,96,BW000000
111117,503494,L000000,G5000001,26/04/2016,Consignment,63,BW000000
86581,433119,L000000,G5000001,08/04/2016,Consignment,59,BW000000
94613,714727,L000000,G5000001,15/04/2016,Consignment,59,BW000000
94613,714727,L000000,G5000001,15/04/2016,Consignment,59,BW000000
96865,776252,L000000,G5000001,16/04/2016,Consignment,52,BW000000
92108,315983,L000000,G5000001,13/04/2016,Consignment,46,BW000000
96143,596674,L000000,G5000001,16/04/2016,Consignment,46,BW000000
113813,662687,L000000,G5000001,28/04/2016,Consignment,33,BW000000
98138,197010,L000000,G6000001,18/04/2016,Consignment,221,BW000000
118334,781668,L000000,G6000001,30/04/2016,Consignment,209,BW000000
109716,254400,L000000,G6000001,25/04/2016,Consignment,160,BW000000
115957,591593,L000000,G6000001,29/04/2016,Consignment,152,BW000000
87910,665806,L000000,G6000001,10/04/2016,Consignment,144,BW000000
97069,283151,L000000,G6000001,16/04/2016,Consignment,120,BW000000
87425,667374,L000000,G6000001,09/04/2016,Consignment,112,BW000000
93457,135103,L000000,G6000001,14/04/2016,Consignment,104,BW000000
111005,259298,L000000,G6000001,26/04/2016,Consignment,104,BW000000
112589,303759,L000000,G6000001,26/04/2016,Consignment,104,BW000000
117241,909518,L000000,G6000001,29/04/2016,Consignment,96,BW000000
117667,899194,L000000,G6000001,30/04/2016,Consignment,88,BW000000
109216,222028,L000000,G6000001,24/04/2016,Consignment,59,BW000000
117413,8067,L000000,G6000001,30/04/2016,Consignment,59,BW000000
97261,257451,L000000,G6000001,16/04/2016,Consignment,52,BW000000
103335,658831,L000000,G6000001,20/04/2016,Consignment,52,BW000000
81805,312580,L000000,G6000001,05/04/2016,Consignment,46,BW000000
104999,275286,L000000,G2000001,21/04/2016,Consignment,371,BW000000
116523,306817,L000000,G2000001,29/04/2016,Consignment,342,BW000000
113905,432403,L000000,G2000001,28/04/2016,Consignment,228,BW000000
115781,74041,L000000,G2000001,28/04/2016,Consignment,144,BW000000
116537,929964,L000000,G2000001,29/04/2016,Consignment,144,BW000000
114005,897442,L000000,G2000001,28/04/2016,Consignment,104,BW000000
116223,293395,L000000,G2000001,29/04/2016,Consignment,104,BW000000
117423,285680,L000000,G2000001,30/04/2016,Consignment,104,BW000000
88335,503598,L000000,G2000001,11/04/2016,Consignment,96,BW000000
96451,730312,L000000,G2000001,16/04/2016,Consignment,96,BW000000
89423,183670,L000000,G2000001,11/04/2016,Consignment,88,BW000000
